ID;Cidade;Area;Quartos;Banheiros;Vagas garagem;Aceita Animais;Mobilhado;Valor condomínio;Valor do Aluguel;IPTU;Seguro;Tipo Imóvel;Bairro;;;;;;
3356;Jundiaí;74;3;2;1;Sim;Não;706;1120;100;15;apartamento;Parque Residencial Eloy Chaves;;;;;;
3357;Jundiaí;62;2;2;1;Sim;Sim;749;2500;45;32;casa;Vale Azul;;;;;;
3358;Jundiaí;70;1;1;0;Não;Não;430;1300;17;17;apartamento;Caxambu;;;;;;
3359;Jundiaí;18;1;1;0;Sim;Não;0;1720;0;22;apartamento;Vila Rio Branco;;;;;;
3360;Jundiaí;80;2;2;2;Sim;Sim;1000;5500;0;70;casa;Gramadão;;;;;;
3361;Jundiaí;62;2;1;2;Sim;Não;609;1500;90;20;casa;Pinheirinhos/Represa;;;;;;
3362;Jundiaí;77;3;1;0;Sim;Não;474;1000;43;13;casa;Parque Residencial Eloy Chaves;;;;;;
3363;Jundiaí;86;2;1;1;Sim;Não;1000;3007;84;39;apartamento;Santa Gertrudes;;;;;;
3364;Jundiaí;56;2;2;2;Sim;Não;480;1630;42;21;casa;Casa Branca;;;;;;
3365;Jundiaí;69;2;1;0;Sim;Não;525;3000;0;22;casa;São Camilo;;;;;;
3366;Jundiaí;126;3;2;2;Sim;Não;1280;2400;334;31;apartamento;Ponte São João;;;;;;
3367;Jundiaí;70;2;1;1;Sim;Não;800;2960;0;38;apartamento;Maringá;;;;;;
3368;Jundiaí;205;3;3;4;Sim;Não;0;6500;667;98;casa;Tulipas;;;;;;
3369;Jundiaí;70;2;1;1;Sim;Não;650;1727;0;6;casa;Vila Municipal;;;;;;
3370;Jundiaí;130;2;2;2;Sim;Não;1752;6200;634;79;casa;Rami;;;;;;
3371;Jundiaí;63;2;2;1;Sim;Não;0;1920;79;29;casa;Parque do Colégio;;;;;;
3372;Jundiaí;36;1;1;0;Sim;Não;359;2100;70;27;casa;Rami;;;;;;
3373;Jundiaí;102;3;3;0;Sim;Não;1270;3500;434;45;apartamento;Vila Arens / Vila Progresso;;;;;;
3374;Jundiaí;49;1;1;1;Não;Não;680;2300;200;30;casa;Distrito Industrial;;;;;;
3375;Jundiaí;360;3;5;3;Não;Não;3000;12500;125;159;casa;Vale Azul;;;;;;
3376;Jundiaí;16;1;1;0;Não;Não;250;1173;0;7;casa;Jardim Ermida;;;;;;
3377;Jundiaí;120;2;3;1;Não;Sim;1150;8500;212;108;casa;Agapeama;;;;;;
3378;Jundiaí;330;4;6;6;Sim;Sim;680;8000;328;121;apartamento;Samambaia;;;;;;
3379;Jundiaí;40;1;1;0;Não;Não;0;980;0;13;apartamento;Maringá;;;;;;
3380;Jundiaí;188;3;3;1;Não;Sim;1600;6000;334;77;apartamento;Aeroporto;;;;;;
3381;Jundiaí;700;4;7;8;Sim;Não;0;45000;8750;677;casa;Marco Leite;;;;;;
3382;Jundiaí;105;1;1;2;Não;Não;1300;8700;417;111;casa;Vila Arens / Vila Progresso;;;;;;
3383;Jundiaí;230;5;5;3;Sim;Não;0;9900;620;149;casa;Anhangabaú;;;;;;
3384;Jundiaí;60;2;1;1;Sim;Não;350;1600;55;21;apartamento;Malota;;;;;;
3385;Jundiaí;70;2;1;1;Sim;Não;230;1300;50;17;casa;Jardim Ermida;;;;;;
3386;Jundiaí;55;2;1;1;Sim;Não;385;940;20;12;casa;Anhangabaú;;;;;;
3387;Jundiaí;100;3;3;2;Sim;Não;980;6300;491;80;apartamento;Ponte São João;;;;;;
3388;Jundiaí;270;3;4;0;Sim;Não;0;3500;165;45;apartamento;Jardim Ermida II;;;;;;
3389;Jundiaí;36;1;1;1;Sim;Sim;659;2600;145;10;casa;Cerâmica Ibetel;;;;;;
3390;Jundiaí;105;2;2;2;Sim;Não;1544;6500;520;83;casa;Maringá;;;;;;
3391;Jundiaí;120;2;1;1;Sim;Não;0;4000;24;61;casa;Ponte São João;;;;;;
3392;Jundiaí;16;1;1;0;Não;Não;0;850;9;11;casa;Vila Arens / Vila Progresso;;;;;;
3393;Jundiaí;300;4;4;4;Sim;Não;3000;10000;1167;127;casa;Torres São José;;;;;;
3394;Jundiaí;115;2;2;1;Sim;Sim;950;6500;125;83;casa;Vila Arens / Vila Progresso;;;;;;
3395;Jundiaí;67;1;2;1;Sim;Sim;845;2850;117;37;apartamento;Parque Centenário;;;;;;
3396;Jundiaí;100;2;1;0;Não;Não;0;2000;110;31;apartamento;Rami;;;;;;
3397;Jundiaí;320;4;4;8;Sim;Não;0;7000;980;106;casa;Malota;;;;;;
3398;Jundiaí;77;2;1;0;Sim;Não;590;2050;0;26;casa;Fazenda Grande;;;;;;
3399;Jundiaí;270;3;4;2;Sim;Não;2890;6500;100;83;apartamento;Medeiros;;;;;;
3400;Jundiaí;104;2;3;2;Sim;Sim;1300;4600;242;59;apartamento;Gramadão;;;;;;
3401;Jundiaí;70;2;1;1;Sim;Sim;467;1800;170;23;casa;Vila Arens / Vila Progresso;;;;;;
3402;Jundiaí;68;1;1;0;Sim;Não;500;1500;0;20;casa;Maringá;;;;;;
3403;Jundiaí;410;4;5;5;Sim;Não;0;20000;0;254;apartamento;Rami;;;;;;
3404;Jundiaí;60;1;1;0;Não;Não;180;1200;0;16;casa;Vila Municipal;;;;;;
3405;Jundiaí;270;3;2;4;Sim;Não;3200;13000;1250;165;apartamento;São Camilo;;;;;;
3406;Jundiaí;65;2;1;1;Sim;Não;1300;3000;109;39;casa;Casa Branca;;;;;;
3407;Jundiaí;100;2;1;3;Não;Não;0;2700;378;41;casa;Colônia;;;;;;
3408;Jundiaí;250;3;4;2;Sim;Não;2900;10000;584;127;apartamento;São Camilo;;;;;;
3409;Jundiaí;119;3;3;1;Não;Sim;1500;3510;209;45;casa;Fazenda Grande;;;;;;
3410;Jundiaí;394;4;6;4;Sim;Sim;6000;4000;2500;51;casa;Caxambu;;;;;;
3411;Jundiaí;660;5;5;4;Sim;Não;1400;5000;1000;76;casa;Pacaembu;;;;;;
3412;Jundiaí;40;1;1;0;Sim;Não;307;1555;0;20;casa;Jardim do Lago;;;;;;
3413;Jundiaí;60;3;1;1;Sim;Sim;556;2390;4;31;casa;CECAP;;;;;;
3414;Jundiaí;240;3;2;2;Não;Não;2680;9800;667;125;casa;Anhangabaú;;;;;;
3415;Jundiaí;180;3;1;1;Sim;Não;1800;9500;482;121;apartamento;Distrito Industrial;;;;;;
3416;Jundiaí;400;4;4;4;Sim;Não;0;7500;742;113;casa;Vila Rio Branco;;;;;;
3417;Jundiaí;250;3;4;3;Sim;Não;3570;14000;1256;178;casa;Alvorada;;;;;;
3418;Jundiaí;60;2;1;0;Sim;Não;457;1170;55;15;casa;Vianelo / Bonfiglioli;;;;;;
3419;Jundiaí;77;2;2;1;Sim;Não;725;1200;71;16;apartamento;Engordadouro;;;;;;
3420;Jundiaí;154;4;3;3;Sim;Não;1684;7000;1020;89;casa;Colônia;;;;;;
3421;Jundiaí;250;3;3;2;Não;Não;0;3700;459;56;casa;Retiro;;;;;;
3422;Jundiaí;450;4;5;4;Sim;Sim;0;6900;230;104;casa;Parque do Colégio;;;;;;
3423;Jundiaí;179;3;3;0;Não;Sim;1828;12000;472;153;apartamento;Gramadão;;;;;;
3424;Jundiaí;400;5;5;4;Sim;Não;0;15000;1800;226;casa;Engordadouro;;;;;;
3425;Jundiaí;102;2;1;0;Sim;Não;200;1700;17;22;casa;São Camilo;;;;;;
3426;Jundiaí;45;2;2;0;Não;Não;0;1630;84;25;casa;CECAP;;;;;;
3427;Jundiaí;90;1;2;2;Não;Sim;1500;8000;500;102;apartamento;Torres São José;;;;;;
3428;Jundiaí;230;3;3;3;Sim;Não;2500;3916;586;50;apartamento;Novo Horizonte;;;;;;
3429;Jundiaí;220;2;4;2;Sim;Sim;0;6200;1200;94;casa;Pacaembu;;;;;;
3430;Jundiaí;58;1;2;1;Sim;Não;724;1250;0;16;casa;Aeroporto;;;;;;
3431;Jundiaí;67;2;2;2;Sim;Não;800;1070;84;14;apartamento;Nambi;;;;;;
3432;Jundiaí;113;3;2;1;Sim;Não;1000;3000;50;39;casa;Vila Municipal;;;;;;
3433;Jundiaí;111;3;4;3;Sim;Não;2500;2700;704;35;casa;Anhangabaú;;;;;;
3434;Jundiaí;50;2;1;1;Sim;Não;550;1450;0;19;casa;Jardim do Lago;;;;;;
3435;Jundiaí;54;2;1;1;Não;Sim;724;3500;119;45;apartamento;Alvorada;;;;;;
3436;Jundiaí;300;5;5;2;Sim;Não;0;4000;220;61;casa;Engordadouro;;;;;;
3437;Jundiaí;65;2;2;1;Sim;Não;723;2360;81;30;apartamento;Parque Centenário;;;;;;
3438;Jundiaí;80;2;2;2;Não;Não;0;3600;390;55;apartamento;Nova Odessa;;;;;;
3439;Jundiaí;50;2;1;1;Sim;Não;560;1200;7;16;apartamento;Vila Militar;;;;;;
3440;Jundiaí;35;1;1;1;Sim;Não;0;1020;30;13;casa;Parque do Colégio;;;;;;
3441;Jundiaí;200;3;2;1;Não;Não;0;2700;300;41;casa;Nova Odessa;;;;;;
3442;Jundiaí;43;1;1;1;Sim;Não;518;900;45;12;apartamento;Torres São José;;;;;;
3443;Jundiaí;41;1;1;0;Sim;Não;290;1573;60;20;apartamento;Gramadão;;;;;;
3444;Jundiaí;63;1;1;1;Não;Sim;1283;7400;286;94;apartamento;Nova Odessa;;;;;;
3445;Jundiaí;190;4;4;3;Sim;Sim;2289;7000;860;89;casa;Colônia;;;;;;
3446;Jundiaí;500;4;4;4;Sim;Não;0;7500;552;113;casa;Nova Odessa;;;;;;
3447;Jundiaí;73;3;2;1;Sim;Não;612;1850;95;24;apartamento;Jardim do Lago;;;;;;
3448;Jundiaí;104;3;1;0;Não;Não;600;700;69;9;casa;Parque Residencial Eloy Chaves;;;;;;
3449;Jundiaí;35;1;1;0;Sim;Não;0;700;80;11;casa;Vila Rio Branco;;;;;;
3450;Jundiaí;120;2;2;2;Sim;Não;100;5500;158;83;apartamento;Rami;;;;;;
3451;Jundiaí;55;2;3;2;Sim;Não;170;1850;123;28;casa;Samambaia;;;;;;
3452;Jundiaí;240;2;1;5;Sim;Não;0;2600;0;40;casa;Nambi;;;;;;
3453;Jundiaí;400;4;5;3;Sim;Sim;4670;6000;1195;77;apartamento;Fazenda Grande;;;;;;
3454;Jundiaí;200;2;3;1;Sim;Não;1750;4500;0;58;casa;Horto Florestal;;;;;;
3455;Jundiaí;40;1;1;1;Não;Sim;580;2049;88;26;apartamento;Jardim do Lago;;;;;;
3456;Jundiaí;68;2;1;0;Sim;Não;470;1300;50;17;casa;CECAP;;;;;;
3457;Jundiaí;150;2;3;0;Sim;Não;0;4000;124;61;casa;Vale Azul;;;;;;
3458;Jundiaí;50;2;1;1;Sim;Não;400;1700;54;22;casa;Centro;;;;;;
3459;Jundiaí;113;3;2;2;Sim;Não;700;1450;79;19;casa;Pacaembu;;;;;;
3460;Jundiaí;88;2;2;2;Não;Sim;1100;6250;490;80;casa;Engordadouro;;;;;;
3461;Jundiaí;90;3;2;3;Sim;Não;1018;1500;201;20;apartamento;Agapeama;;;;;;
3462;Jundiaí;350;3;3;8;Sim;Não;0;9240;1042;139;apartamento;Malota;;;;;;
3463;Jundiaí;340;4;6;4;Sim;Sim;0;11470;1009;173;casa;Malota;;;;;;
3464;Jundiaí;86;2;1;1;Não;Não;1100;5800;284;74;casa;Jundiaí Mirim;;;;;;
3465;Jundiaí;216;4;3;0;Sim;Sim;2250;8000;609;102;apartamento;Distrito Industrial;;;;;;
3466;Jundiaí;170;4;5;3;Sim;Sim;1927;5200;709;66;apartamento;Novo Horizonte;;;;;;
3467;Jundiaí;400;3;3;6;Sim;Não;0;15000;1123;226;casa;Retiro;;;;;;
3468;Jundiaí;77;2;1;1;Sim;Sim;880;1200;129;16;casa;Jardim Ermida;;;;;;
3469;Jundiaí;350;4;5;4;Sim;Não;680;8000;417;121;apartamento;Medeiros;;;;;;
3470;Jundiaí;145;4;2;2;Sim;Não;0;2230;250;34;casa;Parque Centenário;;;;;;
3471;Jundiaí;180;4;1;1;Sim;Não;2420;8500;400;108;apartamento;Parque Centenário;;;;;;
3472;Jundiaí;144;4;2;2;Sim;Não;1820;5500;667;70;apartamento;Nova Odessa;;;;;;
3473;Jundiaí;60;2;1;1;Sim;Não;802;3005;6;39;casa;Jardim Ermida;;;;;;
3474;Jundiaí;220;4;3;0;Sim;Não;440;6000;0;77;apartamento;Pacaembu;;;;;;
3475;Jundiaí;60;2;1;1;Sim;Sim;1052;6400;114;82;casa;Novo Horizonte;;;;;;
3476;Jundiaí;165;3;1;2;Sim;Não;0;3800;0;25;casa;Currupira;;;;;;
3477;Jundiaí;400;5;6;4;Sim;Não;4000;3502;1250;45;apartamento;Parque Centenário;;;;;;
3478;Jundiaí;77;3;2;1;Sim;Não;694;1900;38;25;casa;Anhangabaú;;;;;;
3479;Jundiaí;215;3;4;4;Sim;Não;0;10000;373;151;apartamento;Samambaia;;;;;;
3480;Jundiaí;78;3;2;2;Sim;Não;605;1780;68;23;casa;Marco Leite;;;;;;
3481;Jundiaí;96;2;2;2;Sim;Não;980;1800;225;23;apartamento;Samambaia;;;;;;
3482;Jundiaí;400;4;5;4;Sim;Sim;2700;7000;1500;89;casa;Samambaia;;;;;;
3483;Jundiaí;120;3;2;2;Não;Não;1520;5000;0;36;casa;Vale Azul;;;;;;
3484;Jundiaí;53;2;1;1;Sim;Sim;720;3250;67;42;casa;Pacaembu;;;;;;
3485;Jundiaí;70;2;1;0;Sim;Não;832;1750;0;13;apartamento;Aeroporto;;;;;;
3486;Jundiaí;100;3;3;0;Sim;Não;820;6330;148;81;casa;Vila Rio Branco;;;;;;
3487;Jundiaí;69;2;1;1;Sim;Não;270;800;40;11;apartamento;Currupira;;;;;;
3488;Jundiaí;25;1;1;0;Não;Não;0;1350;87;21;casa;Samambaia;;;;;;
3489;Jundiaí;68;3;2;1;Sim;Sim;455;1299;0;17;apartamento;Jundiaí Mirim;;;;;;
3490;Jundiaí;30;1;1;1;Sim;Sim;730;1850;70;24;casa;Colônia;;;;;;
3491;Jundiaí;156;2;4;2;Sim;Não;2690;10000;520;127;apartamento;Fazenda Grande;;;;;;
3492;Jundiaí;33;1;1;0;Não;Sim;385;3000;125;39;apartamento;Aeroporto;;;;;;
3493;Jundiaí;205;3;5;1;Sim;Não;1805;2800;775;36;apartamento;Nambi;;;;;;
3494;Jundiaí;79;2;3;1;Sim;Não;2500;3100;500;40;casa;Pinheirinhos/Represa;;;;;;
3495;Jundiaí;70;3;2;1;Sim;Sim;695;2550;284;33;casa;Vila Municipal;;;;;;
3496;Jundiaí;40;1;1;0;Não;Não;0;1094;0;5;casa;Samambaia;;;;;;
3497;Jundiaí;438;5;4;0;Sim;Não;0;7735;417;117;apartamento;Jardim Ermida;;;;;;
3498;Jundiaí;30;1;1;0;Não;Não;0;1000;43;13;casa;Hortolândia;;;;;;
3499;Jundiaí;212;3;5;3;Sim;Não;2300;7000;1084;89;casa;Santa Gertrudes;;;;;;
3500;Jundiaí;32;1;1;0;Sim;Não;515;1700;29;22;casa;Vila Municipal;;;;;;
3501;Jundiaí;269;4;4;5;Sim;Sim;2980;14000;1834;178;casa;Cerâmica Ibetel;;;;;;
3502;Jundiaí;63;2;1;1;Sim;Não;460;1100;4;14;casa;Marco Leite;;;;;;
3503;Jundiaí;39;1;1;0;Sim;Sim;300;2000;0;26;casa;Distrito Industrial;;;;;;
3504;Jundiaí;200;3;2;3;Sim;Não;1600;4000;0;51;casa;Moisés;;;;;;
3505;Jundiaí;290;3;3;1;Sim;Não;2500;2500;340;32;casa;Malota;;;;;;
3506;Jundiaí;30;1;1;1;Não;Não;2000;1950;229;25;casa;Nambi;;;;;;
3507;Jundiaí;176;4;5;0;Sim;Sim;1350;9500;792;121;apartamento;Ponte São João;;;;;;
3508;Jundiaí;77;2;2;1;Sim;Não;900;3000;80;39;apartamento;Anhangabaú;;;;;;
3509;Jundiaí;47;1;1;0;Sim;Não;198;1490;66;19;apartamento;Vale Azul;;;;;;
3510;Jundiaí;135;3;2;0;Sim;Não;1400;4500;317;58;casa;Medeiros;;;;;;
3511;Jundiaí;108;2;3;2;Sim;Não;450;2100;250;32;casa;Rami;;;;;;
3512;Jundiaí;212;4;3;2;Sim;Não;2835;13800;694;175;casa;Distrito Industrial;;;;;;
3513;Jundiaí;140;2;4;1;Sim;Não;2200;8900;300;113;casa;Retiro;;;;;;
3514;Jundiaí;51;2;1;1;Não;Não;390;800;50;11;casa;Jundiaí Mirim;;;;;;
3515;Jundiaí;42;1;1;1;Sim;Sim;565;3800;24;49;apartamento;Retiro;;;;;;
3516;Jundiaí;108;3;3;3;Sim;Sim;1100;4000;455;51;apartamento;Jardim Ermida II;;;;;;
3517;Jundiaí;53;1;1;0;Sim;Não;403;500;15;7;casa;Agapeama;;;;;;
3518;Jundiaí;254;3;3;3;Sim;Sim;4255;12750;1692;162;casa;Marco Leite;;;;;;
3519;Jundiaí;67;3;1;1;Não;Não;351;900;40;12;casa;Currupira;;;;;;
3520;Jundiaí;50;2;1;1;Sim;Não;500;2000;3;26;apartamento;Vila Arens / Vila Progresso;;;;;;
3521;Jundiaí;115;4;4;3;Sim;Não;2600;4000;417;51;casa;Fazenda Grande;;;;;;
3522;Jundiaí;70;2;1;1;Não;Não;341;1184;60;15;casa;Colônia;;;;;;
3523;Jundiaí;140;3;4;2;Sim;Não;1350;2500;200;32;casa;Fazenda Grande;;;;;;
3524;Jundiaí;156;2;3;2;Sim;Sim;2040;13590;292;173;apartamento;Hortolândia;;;;;;
3525;Jundiaí;295;4;4;4;Sim;Não;3700;9500;1417;121;casa;Nambi;;;;;;
3526;Jundiaí;42;1;1;1;Sim;Não;330;2100;107;27;apartamento;Vale Azul;;;;;;
3527;Jundiaí;480;4;5;2;Sim;Sim;0;6000;2309;91;casa;Aeroporto;;;;;;
3528;Jundiaí;65;1;2;2;Não;Sim;950;3400;215;44;casa;Malota;;;;;;
3529;Jundiaí;220;4;5;3;Sim;Não;2300;9700;1084;123;apartamento;Caxambu;;;;;;
3530;Jundiaí;57;2;1;2;Sim;Não;710;2200;75;28;apartamento;Horto Florestal;;;;;;
3531;Jundiaí;170;3;3;0;Sim;Não;1900;7500;529;96;apartamento;Maringá;;;;;;
3532;Jundiaí;55;1;1;1;Sim;Não;452;850;44;11;casa;Fazenda Grande;;;;;;
3533;Jundiaí;117;4;5;4;Sim;Não;1521;2500;646;32;casa;Medeiros;;;;;;
3534;Jundiaí;280;5;2;1;Sim;Não;0;8000;0;121;apartamento;Nova Odessa;;;;;;
3535;Jundiaí;140;4;3;2;Sim;Não;2000;3800;334;49;casa;Agapeama;;;;;;
3536;Jundiaí;57;2;2;0;Sim;Não;590;1908;125;25;apartamento;Gramadão;;;;;;
3537;Jundiaí;200;3;4;2;Sim;Não;0;2500;500;38;apartamento;Marco Leite;;;;;;
3538;Jundiaí;35;1;1;0;Não;Não;0;900;50;12;casa;Maringá;;;;;;
3539;Jundiaí;30;1;1;0;Sim;Não;280;500;10;7;apartamento;CECAP;;;;;;
3540;Jundiaí;42;1;1;0;Sim;Sim;1290;1500;184;20;apartamento;Rami;;;;;;
3541;Jundiaí;69;2;1;1;Não;Não;485;980;60;13;apartamento;Anhangabaú;;;;;;
3542;Jundiaí;60;2;1;1;Sim;Não;460;1230;100;16;apartamento;Jardim do Lago;;;;;;
3543;Jundiaí;253;3;5;5;Sim;Não;2760;6750;1770;86;casa;Jundiaí Mirim;;;;;;
3544;Jundiaí;220;4;5;2;Sim;Não;0;6500;1176;98;casa;Alvorada;;;;;;
3545;Jundiaí;127;2;3;2;Sim;Sim;996;3600;292;46;apartamento;Jundiaí Mirim;;;;;;
3546;Jundiaí;85;3;2;1;Sim;Sim;700;2730;113;35;apartamento;Fazenda Grande;;;;;;
3547;Jundiaí;470;4;6;3;Sim;Não;0;7200;1134;109;casa;Retiro;;;;;;
3548;Jundiaí;124;3;3;2;Sim;Não;1100;2791;339;36;casa;Tulipas;;;;;;
3549;Jundiaí;100;2;2;0;Não;Não;0;3250;0;49;casa;Vila Rio Branco;;;;;;
3550;Jundiaí;60;2;2;1;Sim;Não;1680;4000;200;51;apartamento;CECAP;;;;;;
3551;Jundiaí;57;1;1;0;Não;Não;500;2200;0;28;apartamento;Parque Residencial Eloy Chaves;;;;;;
3552;Jundiaí;54;1;1;1;Sim;Sim;700;4500;167;58;casa;Novo Horizonte;;;;;;
3553;Jundiaí;84;3;1;1;Sim;Não;670;2180;100;28;casa;Centro;;;;;;
3554;Jundiaí;360;3;4;1;Sim;Não;2300;10000;584;127;apartamento;Vila Militar;;;;;;
3555;Jundiaí;51;2;1;0;Sim;Sim;456;2000;0;26;apartamento;Aeroporto;;;;;;
3556;Jundiaí;119;2;2;0;Sim;Não;909;2350;0;30;casa;Vale Azul;;;;;;
3557;Jundiaí;70;2;1;0;Não;Não;0;1700;25;26;casa;Ponte São João;;;;;;
3558;Jundiaí;100;3;3;2;Não;Não;1100;4350;350;56;apartamento;São Camilo;;;;;;
3559;Jundiaí;100;2;1;0;Sim;Não;0;1500;50;23;casa;Parque Centenário;;;;;;
3560;Jundiaí;79;2;1;1;Sim;Não;513;1444;0;19;casa;Rami;;;;;;
3561;Jundiaí;220;3;4;3;Não;Não;2500;5150;1250;66;apartamento;Vila Rio Branco;;;;;;
3562;Jundiaí;100;3;1;0;Sim;Não;0;2700;292;41;casa;Cerâmica Ibetel;;;;;;
3563;Jundiaí;108;3;3;2;Sim;Não;1200;3400;334;44;apartamento;Vila Arens / Vila Progresso;;;;;;
3564;Jundiaí;230;2;1;8;Sim;Não;0;4500;720;68;casa;Casa Branca;;;;;;
3565;Jundiaí;103;3;3;2;Sim;Sim;1310;6500;448;83;casa;Malota;;;;;;
3566;Jundiaí;90;3;2;2;Sim;Não;1320;1700;225;22;casa;Horto Florestal;;;;;;
3567;Jundiaí;220;4;4;2;Sim;Não;2500;3200;552;41;casa;Horto Florestal;;;;;;
3568;Jundiaí;125;3;2;2;Sim;Não;1450;2100;372;27;casa;Agapeama;;;;;;
3569;Jundiaí;54;1;1;1;Sim;Não;1290;3850;209;49;casa;CECAP;;;;;;
3570;Jundiaí;300;5;5;3;Sim;Não;0;4700;334;71;casa;Casa Branca;;;;;;
3571;Jundiaí;280;3;5;3;Sim;Não;0;8000;0;121;apartamento;Santa Gertrudes;;;;;;
3572;Jundiaí;45;2;2;0;Não;Não;0;1650;84;25;casa;Engordadouro;;;;;;
3573;Jundiaí;60;3;1;1;Não;Não;600;1800;50;23;casa;Currupira;;;;;;
3574;Jundiaí;100;2;2;1;Sim;Não;1500;7100;0;90;apartamento;Parque Centenário;;;;;;
3575;Jundiaí;40;1;1;1;Sim;Não;700;2600;25;33;apartamento;Jardim Ermida;;;;;;
3576;Jundiaí;160;3;2;1;Não;Não;1100;2300;109;30;casa;Engordadouro;;;;;;
3577;Jundiaí;41;2;1;0;Sim;Não;300;1478;0;19;casa;Vila Arens / Vila Progresso;;;;;;
3578;Jundiaí;350;5;3;6;Sim;Não;0;6070;1084;92;casa;Jardim Ermida II;;;;;;
3579;Jundiaí;300;3;3;3;Sim;Não;0;3500;250;53;casa;Casa Branca;;;;;;
3580;Jundiaí;89;2;2;2;Sim;Sim;1518;4500;356;58;casa;Hortolândia;;;;;;
3581;Jundiaí;325;4;5;7;Sim;Sim;0;13000;825;196;casa;Pacaembu;;;;;;
3582;Jundiaí;170;2;2;5;Sim;Não;0;5500;600;83;apartamento;Jundiaí Mirim;;;;;;
3583;Jundiaí;520;4;6;4;Sim;Não;0;15000;2250;226;apartamento;Cerâmica Ibetel;;;;;;
3584;Jundiaí;480;4;6;5;Sim;Não;6660;15000;3063;191;casa;Engordadouro;;;;;;
3585;Jundiaí;45;1;1;1;Sim;Não;565;2500;0;32;casa;Aeroporto;;;;;;
3586;Jundiaí;89;3;1;1;Sim;Não;1083;2000;255;26;casa;Tamoio;;;;;;
3587;Jundiaí;108;3;2;2;Não;Não;900;2900;202;37;casa;Maringá;;;;;;
3588;Jundiaí;48;2;1;0;Sim;Não;263;1000;66;13;apartamento;Torres São José;;;;;;
3589;Jundiaí;160;3;2;2;Sim;Sim;1530;1900;167;25;casa;Malota;;;;;;
3590;Jundiaí;160;2;3;3;Sim;Não;0;7500;417;113;casa;Agapeama;;;;;;
3591;Jundiaí;100;4;3;2;Sim;Não;1027;2500;369;32;casa;Casa Branca;;;;;;
3592;Jundiaí;75;3;2;1;Sim;Não;501;2900;28;37;casa;Rami;;;;;;
3593;Jundiaí;215;4;4;3;Sim;Não;3800;3400;1084;44;apartamento;Tulipas;;;;;;
3594;Jundiaí;125;3;4;1;Sim;Não;1100;4900;0;63;apartamento;Engordadouro;;;;;;
3595;Jundiaí;94;3;2;3;Sim;Não;820;2200;350;28;apartamento;Novo Horizonte;;;;;;
3596;Jundiaí;60;2;1;1;Sim;Não;850;2750;0;35;casa;Parque do Colégio;;;;;;
3597;Jundiaí;66;2;1;1;Não;Sim;700;3800;84;27;casa;Caxambu;;;;;;
3598;Jundiaí;300;4;5;4;Sim;Não;0;5000;538;76;casa;Caxambu;;;;;;
3599;Jundiaí;102;3;3;2;Sim;Não;1366;5702;276;73;casa;Medeiros;;;;;;
3600;Jundiaí;462;7;2;3;Não;Não;0;8600;834;130;apartamento;Parque Centenário;;;;;;
3601;Jundiaí;51;2;1;2;Não;Não;457;1850;56;24;apartamento;CECAP;;;;;;
3602;Jundiaí;120;3;3;2;Sim;Não;0;3500;122;53;apartamento;Centro;;;;;;
3603;Jundiaí;35;1;1;1;Não;Sim;1400;2800;205;36;casa;Vila Arens / Vila Progresso;;;;;;
3604;Jundiaí;229;4;2;3;Sim;Sim;1100;5500;409;70;apartamento;Agapeama;;;;;;
3605;Jundiaí;530;4;5;6;Não;Não;0;15000;0;226;apartamento;Anhangabaú;;;;;;
3606;Jundiaí;74;3;1;1;Sim;Não;350;1000;54;13;casa;Samambaia;;;;;;
3607;Jundiaí;96;2;1;1;Sim;Não;1080;4300;118;55;casa;Nova Odessa;;;;;;
3608;Jundiaí;181;4;5;3;Sim;Não;2100;2600;579;33;casa;Pacaembu;;;;;;
3609;Jundiaí;38;1;1;1;Sim;Não;437;1942;14;9;casa;Retiro;;;;;;
3610;Jundiaí;260;2;3;4;Sim;Não;0;5500;142;83;apartamento;Vianelo / Bonfiglioli;;;;;;
3611;Jundiaí;126;3;2;0;Sim;Não;150;2210;125;28;apartamento;Currupira;;;;;;
3612;Jundiaí;98;1;2;2;Não;Sim;1750;8400;580;107;apartamento;Torres São José;;;;;;
3613;Jundiaí;220;4;3;3;Sim;Sim;2080;5500;1092;70;casa;Fazenda Grande;;;;;;
3614;Jundiaí;164;3;2;2;Sim;Não;3182;8500;608;108;apartamento;Distrito Industrial;;;;;;
3615;Jundiaí;50;1;1;1;Não;Sim;690;4230;36;54;apartamento;Samambaia;;;;;;
3616;Jundiaí;55;2;1;1;Sim;Não;360;900;53;12;casa;Jardim Ermida;;;;;;
3617;Jundiaí;300;4;4;3;Sim;Não;2300;6000;417;77;apartamento;Torres São José;;;;;;
3618;Jundiaí;40;1;1;1;Sim;Não;0;1300;30;17;apartamento;Parque Residencial Eloy Chaves;;;;;;
3619;Jundiaí;68;2;1;1;Sim;Não;384;1306;0;17;casa;Casa Branca;;;;;;
3620;Jundiaí;220;2;2;3;Sim;Não;0;10500;750;158;casa;Pacaembu;;;;;;
3621;Jundiaí;270;2;3;4;Sim;Não;0;3270;169;50;casa;Agapeama;;;;;;
3622;Jundiaí;255;3;4;4;Sim;Sim;1650;5000;125;64;casa;São Camilo;;;;;;
3623;Jundiaí;49;1;1;1;Não;Não;680;2300;200;30;casa;Agapeama;;;;;;
