ID;Cidade;Area;Quartos;Banheiros;Vagas garagem;Aceita Animais;Mobilhado;Valor condomínio;Valor do Aluguel;IPTU;Seguro;Tipo Imóvel;Bairro;Estado;;;;;
2560;Jundiaí;78;2;2;1;Sim;Não;586;1680;63;22;Casa;Jardim Do Lago;Locado;;;;;
2561;Jundiaí;240;7;3;4;Sim;Não;0;6000;834;91;Casa;Parque Centenário;Locado;;;;;
2562;Jundiaí;140;3;2;2;Sim;Não;1700;4700;686;60;Casa;Vila Militar;Disponível;;;;;
2563;Jundiaí;300;4;6;4;Sim;Não;3700;12000;1584;153;Casa;Vila Militar;Locado;;;;;
2564;Jundiaí;119;3;2;2;Sim;Não;0;2860;207;43;Apartamento;Maringá;Disponível;;;;;
2565;Jundiaí;195;4;2;3;Sim;Não;1475;2500;307;32;Apartamento;Vila Militar;Locado;;;;;
2566;Jundiaí;95;2;2;0;Sim;Sim;621;1550;82;20;Casa;Vila Rio Branco;Locado;;;;;
2567;Jundiaí;51;1;1;0;Sim;Sim;900;4950;125;63;Apartamento;Cerâmica Ibetel;Disponível;;;;;
2568;Jundiaí;680;4;5;8;Sim;Não;0;10000;217;151;Apartamento;Parque Centenário;Disponível;;;;;
2569;Jundiaí;82;3;2;2;Sim;Não;915;2100;252;27;Apartamento;Horto Florestal;Disponível;;;;;
2570;Jundiaí;198;3;3;1;Sim;Sim;3200;10000;363;127;Casa;Medeiros;Disponível;;;;;
2571;Jundiaí;75;2;3;2;Sim;Não;1642;6000;400;77;Apartamento;Retiro;Disponível;;;;;
2572;Jundiaí;320;4;3;4;Sim;Não;3000;5200;292;66;Casa;Vianelo / Bonfiglioli;Locado;;;;;
2573;Jundiaí;200;3;3;2;Sim;Não;3000;4000;770;51;Casa;Retiro;Locado;;;;;
2574;Jundiaí;67;2;2;1;Não;Não;940;1350;94;18;Casa;Vila Municipal;Disponível;;;;;
2575;Jundiaí;220;4;2;1;Não;Não;1340;6000;17;77;Casa;Medeiros;Disponível;;;;;
2576;Jundiaí;284;4;3;3;Sim;Não;2340;6000;483;77;Casa;Cecap;Locado;;;;;
2577;Jundiaí;80;3;1;1;Sim;Não;820;2250;44;29;Apartamento;Vianelo / Bonfiglioli;Disponível;;;;;
2578;Jundiaí;170;3;3;3;Sim;Não;0;4200;239;64;Casa;Vila Arens / Vila Progresso;Disponível;;;;;
2579;Jundiaí;145;3;3;0;Sim;Sim;1856;3738;445;48;Casa;Jardim Ermida Ii;Locado;;;;;
2580;Jundiaí;64;2;2;2;Sim;Sim;1300;4500;440;58;Casa;Vila Militar;Locado;;;;;
2581;Jundiaí;390;4;4;4;Sim;Não;0;8000;1305;121;Apartamento;Gramadão;Locado;;;;;
2582;Jundiaí;50;1;1;1;Não;Não;718;1600;13;21;Casa;Jardim Do Lago;Disponível;;;;;
2583;Jundiaí;64;2;2;1;Não;Não;1182;6950;276;89;Apartamento;Horto Florestal;Locado;;;;;
2584;Jundiaí;40;1;1;0;Não;Não;180;850;41;11;Casa;Vila Municipal;Locado;;;;;
2585;Jundiaí;65;2;2;1;Não;Não;120;1850;0;28;Apartamento;Hortolândia;Locado;;;;;
2586;Jundiaí;78;2;1;0;Sim;Não;325;800;48;11;Casa;Parque Residencial Eloy Chaves;Disponível;;;;;
2587;Jundiaí;42;1;1;1;Sim;Não;330;2100;107;27;Apartamento;Retiro;Disponível;;;;;
2588;Jundiaí;50;1;1;1;Sim;Não;0;1750;0;27;Casa;Vale Azul;Disponível;;;;;
2589;Jundiaí;49;2;1;1;Sim;Não;460;1800;105;23;Casa;Casa Branca;Disponível;;;;;
2590;Jundiaí;46;2;1;1;Sim;Não;280;1434;9;19;Casa;Engordadouro;Locado;;;;;
2591;Jundiaí;32;1;1;0;Sim;Não;300;1800;0;23;Apartamento;Nambi;Disponível;;;;;
2592;Jundiaí;360;7;6;6;Sim;Não;0;5270;245;80;Casa;Rami;Disponível;;;;;
2593;Jundiaí;37;1;1;0;Não;Não;0;1180;57;7;Apartamento;Jardim Ermida Ii;Disponível;;;;;
2594;Jundiaí;54;1;1;0;Sim;Não;730;1500;0;20;Casa;Hortolândia;Disponível;;;;;
2595;Jundiaí;124;3;2;1;Não;Sim;1070;2750;289;35;Casa;Cecap;Disponível;;;;;
2596;Jundiaí;114;3;2;2;Sim;Não;900;3780;100;48;Apartamento;Agapeama;Disponível;;;;;
2597;Jundiaí;101;3;2;1;Sim;Não;780;2800;91;36;Casa;Santa Gertrudes;Locado;;;;;
2598;Jundiaí;450;5;5;4;Não;Não;0;5740;520;87;Apartamento;Engordadouro;Disponível;;;;;
2599;Jundiaí;126;2;2;2;Sim;Não;1000;2300;263;30;Apartamento;Gramadão;Disponível;;;;;
2600;Jundiaí;54;2;1;1;Não;Não;350;1869;0;7;Apartamento;Parque Centenário;Disponível;;;;;
2601;Jundiaí;48;2;1;1;Sim;Não;400;1650;51;21;Casa;Novo Horizonte;Disponível;;;;;
2602;Jundiaí;280;3;5;3;Sim;Não;0;5700;436;86;Apartamento;Parque Centenário;Locado;;;;;
2603;Jundiaí;164;3;4;2;Sim;Não;2900;12500;915;159;Apartamento;Anhangabaú;Disponível;;;;;
2604;Jundiaí;113;3;1;1;Sim;Não;1000;3000;50;39;Apartamento;Aeroporto;Locado;;;;;
2605;Jundiaí;72;3;2;2;Sim;Não;560;3500;185;45;Casa;Rami;Locado;;;;;
2606;Jundiaí;500;4;3;5;Não;Sim;0;12000;84;181;Casa;Pinheirinhos/Represa;Locado;;;;;
2607;Jundiaí;140;2;1;1;Sim;Não;870;2600;580;33;Apartamento;Pacaembu;Locado;;;;;
2608;Jundiaí;260;4;5;5;Sim;Não;3428;11000;2441;140;Casa;Vianelo / Bonfiglioli;Locado;;;;;
2609;Jundiaí;40;1;1;0;Não;Não;0;780;17;12;Casa;Currupira;Disponível;;;;;
2610;Jundiaí;62;2;1;1;Sim;Não;480;650;69;9;Apartamento;Moisés;Disponível;;;;;
2612;Jundiaí;565;4;5;6;Sim;Sim;2337;14850;2112;224;Apartamento;Engordadouro;Disponível;;;;;
2613;Jundiaí;500;5;5;8;Sim;Não;0;9800;92;148;Casa;Parque Centenário;Disponível;;;;;
2614;Jundiaí;178;3;5;2;Sim;Não;2400;2468;342;32;Casa;Centro;Disponível;;;;;
2615;Jundiaí;30;1;1;0;Não;Não;700;1650;0;25;Apartamento;Tulipas;Disponível;;;;;
2616;Jundiaí;250;3;3;2;Sim;Não;0;9500;609;143;Casa;Retiro;Locado;;;;;
2617;Jundiaí;35;1;1;0;Não;Não;250;1305;0;17;Casa;Parque Residencial Eloy Chaves;Locado;;;;;
2618;Jundiaí;120;2;3;2;Sim;Sim;1800;11500;250;146;Casa;Hortolândia;Locado;;;;;
2619;Jundiaí;190;4;4;2;Sim;Não;2000;3200;134;41;Apartamento;Novo Horizonte;Disponível;;;;;
2620;Jundiaí;420;4;6;4;Não;Não;4200;14000;1417;178;Casa;Agapeama;Disponível;;;;;
2621;Jundiaí;40;1;1;0;Não;Não;0;1350;80;21;Casa;Engordadouro;Disponível;;;;;
2622;Jundiaí;57;2;1;1;Sim;Não;526;1300;3;17;Casa;Malota;Disponível;;;;;
2623;Jundiaí;38;1;1;0;Não;Não;583;1000;46;13;Apartamento;Cecap;Locado;;;;;
2624;Jundiaí;174;3;4;1;Sim;Sim;0;5054;439;26;Casa;Jardim Do Lago;Locado;;;;;
2625;Jundiaí;92;2;3;2;Não;Não;1260;4200;275;54;Apartamento;Vila Municipal;Locado;;;;;
2626;Jundiaí;80;3;1;4;Sim;Não;0;5500;0;83;Apartamento;Jundiaí Mirim;Disponível;;;;;
2627;Jundiaí;50;1;2;1;Sim;Sim;1085;2826;39;9;Casa;Parque Residencial Eloy Chaves;Disponível;;;;;
2628;Jundiaí;100;3;2;2;Sim;Não;1800;2000;422;26;Casa;Colônia;Disponível;;;;;
2629;Jundiaí;70;2;1;2;Sim;Não;543;1400;156;18;Apartamento;Vila Arens / Vila Progresso;Locado;;;;;
2630;Jundiaí;210;4;2;2;Sim;Não;0;8000;684;121;Casa;Santa Gertrudes;Disponível;;;;;
2631;Jundiaí;35;1;1;0;Não;Não;400;1900;50;25;Apartamento;Tamoio;Disponível;;;;;
2632;Jundiaí;50;2;3;0;Não;Não;0;1740;84;27;Casa;Engordadouro;Locado;;;;;
2633;Jundiaí;109;3;2;1;Não;Não;1400;4250;109;54;Casa;Marco Leite;Locado;;;;;
2634;Jundiaí;80;2;3;0;Sim;Não;1312;3300;427;42;Casa;Horto Florestal;Locado;;;;;
2635;Jundiaí;69;2;1;1;Sim;Não;270;800;40;11;Casa;Maringá;Disponível;;;;;
2636;Jundiaí;253;4;5;3;Sim;Não;2100;4100;0;52;Casa;Vila Rio Branco;Disponível;;;;;
2637;Jundiaí;74;2;2;1;Não;Sim;1000;5850;300;75;Casa;Casa Branca;Disponível;;;;;
2638;Jundiaí;210;3;3;0;Sim;Não;0;3050;300;46;Casa;São Camilo;Disponível;;;;;
2639;Jundiaí;70;3;2;1;Sim;Não;380;1290;92;17;Apartamento;Vale Azul;Locado;;;;;
2640;Jundiaí;390;3;3;3;Sim;Não;3056;6700;687;85;Casa;Retiro;Disponível;;;;;
2641;Jundiaí;30;1;1;0;Não;Sim;385;1965;459;25;Casa;Tulipas;Disponível;;;;;
2642;Jundiaí;76;3;2;2;Sim;Sim;679;3500;201;45;Casa;Horto Florestal;Locado;;;;;
2643;Jundiaí;128;2;3;1;Sim;Não;755;4339;85;55;Apartamento;Vale Azul;Disponível;;;;;
2644;Jundiaí;50;1;1;0;Não;Não;0;1200;84;19;Casa;Gramadão;Disponível;;;;;
2645;Jundiaí;100;2;2;1;Sim;Sim;1300;1979;225;26;Casa;Ponte São João;Disponível;;;;;
2646;Jundiaí;237;3;5;3;Sim;Sim;2200;5500;917;70;Casa;Vale Azul;Locado;;;;;
2647;Jundiaí;80;2;1;1;Sim;Não;418;1000;0;13;Apartamento;Samambaia;Disponível;;;;;
2648;Jundiaí;108;3;2;2;Não;Não;823;3000;350;39;Apartamento;Vila Rio Branco;Disponível;;;;;
2649;Jundiaí;50;1;1;0;Não;Não;467;1209;129;8;Apartamento;Tamoio;Disponível;;;;;
2650;Jundiaí;70;1;1;0;Sim;Não;0;1475;90;23;Apartamento;Santa Gertrudes;Locado;;;;;
2651;Jundiaí;156;3;3;5;Não;Não;0;4000;0;34;Apartamento;Novo Horizonte;Disponível;;;;;
2652;Jundiaí;217;3;4;4;Sim;Sim;2400;14500;910;184;Casa;Currupira;Disponível;;;;;
2653;Jundiaí;82;3;2;2;Sim;Não;1100;1500;159;20;Apartamento;Malota;Disponível;;;;;
2654;Jundiaí;52;2;1;1;Sim;Não;590;1200;65;16;Apartamento;Vianelo / Bonfiglioli;Locado;;;;;
2655;Jundiaí;620;4;5;5;Sim;Não;7963;15000;5160;191;Casa;Jardim Do Lago;Disponível;;;;;
2656;Jundiaí;320;3;4;4;Sim;Sim;3440;15000;1659;191;Casa;Parque Do Colégio;Locado;;;;;
2657;Jundiaí;66;2;2;1;Não;Sim;536;2270;76;29;Casa;Caxambu;Disponível;;;;;
2658;Jundiaí;200;4;4;4;Sim;Não;0;4500;450;68;Casa;Vila Arens / Vila Progresso;Locado;;;;;
2659;Jundiaí;113;2;2;1;Sim;Não;1000;3000;50;39;Apartamento;Fazenda Grande;Locado;;;;;
2660;Jundiaí;170;4;2;1;Sim;Sim;2437;5200;570;66;Apartamento;Rami;Disponível;;;;;
2661;Jundiaí;45;1;1;1;Sim;Não;520;3200;105;41;Casa;Tulipas;Disponível;;;;;
2662;Jundiaí;47;1;1;0;Sim;Não;426;420;260;6;Casa;Casa Branca;Disponível;;;;;
2663;Jundiaí;80;2;1;1;Não;Não;550;1500;167;20;Casa;Pinheirinhos/Represa;Disponível;;;;;
2664;Jundiaí;260;3;5;4;Sim;Não;2227;7000;1468;89;Apartamento;Horto Florestal;Disponível;;;;;
2665;Jundiaí;122;3;2;3;Sim;Não;1415;1650;334;21;Apartamento;Agapeama;Disponível;;;;;
2666;Jundiaí;84;3;2;2;Não;Não;900;2640;740;34;Apartamento;Vianelo / Bonfiglioli;Disponível;;;;;
2667;Jundiaí;28;1;1;0;Não;Sim;390;2300;59;30;Apartamento;Vianelo / Bonfiglioli;Disponível;;;;;
2668;Jundiaí;155;2;3;2;Sim;Não;0;4000;377;61;Apartamento;Vila Municipal;Locado;;;;;
2669;Jundiaí;58;2;1;1;Sim;Sim;590;1805;150;23;Casa;Hortolândia;Locado;;;;;
2670;Jundiaí;52;2;1;1;Não;Não;340;1138;0;9;Casa;Caxambu;Locado;;;;;
2671;Jundiaí;75;2;1;2;Sim;Não;1250;1600;135;21;Casa;Currupira;Disponível;;;;;
2672;Jundiaí;72;3;1;1;Sim;Sim;470;1075;49;14;Casa;Currupira;Disponível;;;;;
2673;Jundiaí;260;3;4;4;Sim;Sim;5000;12000;0;153;Apartamento;Samambaia;Locado;;;;;
2674;Jundiaí;35;1;1;0;Não;Sim;0;1650;0;21;Casa;Horto Florestal;Disponível;;;;;
2675;Jundiaí;25;1;1;1;Sim;Sim;0;4000;0;51;Apartamento;Nambi;Locado;;;;;
2676;Jundiaí;216;4;5;3;Sim;Sim;2300;3000;1084;39;Casa;Vila Rio Branco;Disponível;;;;;
2677;Jundiaí;215;4;6;3;Sim;Sim;2100;5700;959;73;Casa;Hortolândia;Locado;;;;;
2678;Jundiaí;750;4;6;2;Sim;Não;0;15000;2041;226;Casa;Vale Azul;Locado;;;;;
2679;Jundiaí;80;2;2;2;Sim;Não;50;1850;173;28;Casa;Vila Militar;Disponível;;;;;
2680;Jundiaí;50;1;1;1;Não;Sim;750;1160;185;15;Apartamento;Vianelo / Bonfiglioli;Disponível;;;;;
2681;Jundiaí;50;2;1;1;Sim;Não;530;1200;109;16;Casa;Vila Rio Branco;Disponível;;;;;
2682;Jundiaí;340;2;4;3;Sim;Não;4900;15000;917;191;Casa;Jardim Ermida Ii;Locado;;;;;
2683;Jundiaí;126;4;3;4;Sim;Não;0;3300;167;50;Casa;Centro;Disponível;;;;;
2684;Jundiaí;450;4;6;2;Sim;Não;0;4900;486;74;Casa;Tamoio;Disponível;;;;;
2685;Jundiaí;32;1;1;0;Sim;Não;400;1990;0;26;Apartamento;Cerâmica Ibetel;Disponível;;;;;
2686;Jundiaí;142;3;2;1;Sim;Não;1950;8500;194;108;Casa;Rami;Locado;;;;;
2687;Jundiaí;70;2;2;1;Sim;Não;849;4500;150;58;Casa;Retiro;Disponível;;;;;
2688;Jundiaí;278;4;5;2;Sim;Sim;4052;9000;1261;115;Casa;Novo Horizonte;Locado;;;;;
2689;Jundiaí;130;3;2;1;Sim;Não;1000;2500;100;32;Casa;Engordadouro;Disponível;;;;;
2690;Jundiaí;245;4;4;2;Sim;Não;2633;7400;527;94;Casa;Maringá;Disponível;;;;;
2691;Jundiaí;50;2;1;0;Não;Não;0;1100;80;17;Casa;Jardim Ermida Ii;Locado;;;;;
2692;Jundiaí;61;1;2;1;Sim;Sim;866;5100;250;65;Casa;Colônia;Disponível;;;;;
2693;Jundiaí;30;1;1;0;Sim;Não;380;1700;0;22;Apartamento;Colônia;Disponível;;;;;
2694;Jundiaí;135;3;3;1;Sim;Sim;1600;4300;250;55;Apartamento;Fazenda Grande;Disponível;;;;;
2695;Jundiaí;20;1;1;0;Sim;Sim;602;1800;130;23;Apartamento;Horto Florestal;Locado;;;;;
2696;Jundiaí;160;3;3;2;Sim;Não;1229;4000;390;51;Casa;Parque Centenário;Disponível;;;;;
2697;Jundiaí;97;1;1;0;Sim;Não;468;750;61;10;Casa;Parque Centenário;Disponível;;;;;
2698;Jundiaí;45;1;1;1;Sim;Sim;492;1320;28;17;Apartamento;Vila Rio Branco;Locado;;;;;
2699;Jundiaí;45;1;1;0;Não;Não;285;500;0;7;Casa;Marco Leite;Disponível;;;;;
2700;Jundiaí;462;4;4;0;Sim;Sim;0;10000;2700;151;Apartamento;Vianelo / Bonfiglioli;Disponível;;;;;
2701;Jundiaí;110;2;2;1;Sim;Não;150;3000;250;46;Casa;Distrito Industrial;Disponível;;;;;
2702;Jundiaí;40;1;1;0;Não;Não;0;780;17;12;Casa;Tulipas;Locado;;;;;
2703;Jundiaí;149;4;1;3;Não;Não;1771;7500;624;96;Casa;Novo Horizonte;Locado;;;;;
2704;Jundiaí;320;3;3;4;Sim;Não;1700;4320;142;65;Casa;Cerâmica Ibetel;Locado;;;;;
2705;Jundiaí;126;3;4;3;Sim;Não;2500;3200;579;41;Apartamento;Parque Centenário;Locado;;;;;
2706;Jundiaí;353;5;7;5;Sim;Não;4800;10000;1917;127;Apartamento;Rami;Locado;;;;;
2707;Jundiaí;35;2;1;0;Sim;Não;340;1890;30;24;Apartamento;Novo Horizonte;Locado;;;;;
2708;Jundiaí;52;1;1;1;Sim;Não;730;2100;38;27;Casa;Anhangabaú;Locado;;;;;
2709;Jundiaí;190;4;3;2;Sim;Não;2700;7700;1305;98;Casa;Nova Odessa;Locado;;;;;
2710;Jundiaí;89;2;2;2;Sim;Sim;1440;7700;351;98;Casa;Jundiaí Mirim;Locado;;;;;
2711;Jundiaí;49;1;2;0;Sim;Não;0;1300;0;17;Casa;Vila Rio Branco;Locado;;;;;
2712;Jundiaí;133;4;3;0;Sim;Não;550;3800;309;49;Casa;Pacaembu;Disponível;;;;;
2713;Jundiaí;150;3;4;3;Sim;Sim;1300;5500;834;70;Casa;São Camilo;Locado;;;;;
2714;Jundiaí;400;4;3;4;Sim;Sim;0;9000;998;136;Casa;Cerâmica Ibetel;Disponível;;;;;
2715;Jundiaí;480;4;4;4;Sim;Sim;6500;15000;2084;191;Apartamento;Vila Municipal;Locado;;;;;
2716;Jundiaí;90;2;3;0;Não;Não;1205;3800;155;49;Apartamento;Samambaia;Disponível;;;;;
2717;Jundiaí;90;2;2;0;Sim;Não;0;1950;125;30;Apartamento;Tulipas;Locado;;;;;
2718;Jundiaí;450;4;4;3;Sim;Não;5096;10000;0;127;Casa;Fazenda Grande;Disponível;;;;;
2719;Jundiaí;80;3;2;2;Sim;Não;890;3100;90;40;Casa;Hortolândia;Locado;;;;;
2720;Jundiaí;48;2;1;1;Sim;Não;480;1510;0;20;Casa;Torres São José;Disponível;;;;;
2721;Jundiaí;55;1;1;1;Não;Não;907;680;79;9;Casa;Alvorada;Locado;;;;;
2722;Jundiaí;109;2;2;2;Sim;Não;1550;7900;638;101;Casa;Colônia;Disponível;;;;;
2723;Jundiaí;100;2;3;1;Sim;Sim;1200;2070;42;27;Apartamento;Engordadouro;Disponível;;;;;
2724;Jundiaí;185;2;3;3;Sim;Não;2600;7500;834;96;Casa;Parque Residencial Eloy Chaves;Locado;;;;;
2725;Jundiaí;45;2;1;1;Sim;Não;443;1510;0;6;Casa;Malota;Disponível;;;;;
2726;Jundiaí;308;3;4;4;Sim;Não;0;8000;478;121;Casa;Vila Militar;Disponível;;;;;
2727;Jundiaí;210;4;4;3;Sim;Sim;2800;5000;917;64;Apartamento;Gramadão;Locado;;;;;
2728;Jundiaí;82;3;2;1;Sim;Não;825;1500;142;20;Apartamento;Vale Azul;Disponível;;;;;
2729;Jundiaí;380;4;4;2;Sim;Não;0;5500;1000;83;Apartamento;Parque Centenário;Disponível;;;;;
2730;Jundiaí;90;2;2;1;Sim;Não;0;2600;0;40;Apartamento;Pinheirinhos/Represa;Disponível;;;;;
2731;Jundiaí;220;4;4;3;Não;Sim;2200;4930;809;63;Casa;Vila Militar;Disponível;;;;;
2732;Jundiaí;45;1;2;1;Não;Sim;700;3000;141;39;Casa;Jardim Ermida;Disponível;;;;;
2733;Jundiaí;120;3;2;4;Sim;Não;1365;4500;398;58;Apartamento;Rami;Disponível;;;;;
2734;Jundiaí;70;3;2;2;Sim;Sim;359;2080;74;27;Apartamento;Vianelo / Bonfiglioli;Disponível;;;;;
2735;Jundiaí;64;2;2;2;Sim;Não;450;2800;30;36;Casa;Jardim Ermida;Disponível;;;;;
2736;Jundiaí;57;2;1;1;Sim;Não;750;1447;0;19;Apartamento;Novo Horizonte;Disponível;;;;;
2737;Jundiaí;45;1;1;1;Não;Não;363;2705;0;25;Casa;Cecap;Disponível;;;;;
2738;Jundiaí;160;3;4;3;Sim;Não;0;2850;475;43;Casa;Nova Odessa;Locado;;;;;
2739;Jundiaí;55;2;2;1;Sim;Não;0;1550;0;24;Apartamento;Ponte São João;Locado;;;;;
2740;Jundiaí;50;1;1;1;Sim;Não;0;900;59;14;Casa;São Camilo;Disponível;;;;;
2741;Jundiaí;60;2;1;1;Não;Não;366;1592;0;7;Casa;Torres São José;Locado;;;;;
2742;Jundiaí;140;5;4;1;Sim;Não;0;2500;0;38;Casa;Jardim Ermida;Locado;;;;;
2743;Jundiaí;287;4;5;3;Sim;Não;0;10000;955;151;Apartamento;Cecap;Locado;;;;;
2744;Jundiaí;35;1;1;1;Sim;Não;405;3050;25;39;Casa;Horto Florestal;Locado;;;;;
2745;Jundiaí;108;3;2;2;Sim;Não;1200;5600;275;71;Apartamento;Vila Rio Branco;Locado;;;;;
2746;Jundiaí;480;4;7;8;Sim;Não;0;14000;2186;211;Apartamento;Parque Centenário;Locado;;;;;
2747;Jundiaí;51;2;2;1;Sim;Não;382;1800;0;23;Casa;Jardim Ermida;Disponível;;;;;
2748;Jundiaí;290;2;3;4;Sim;Sim;2600;6000;1067;77;Casa;Rami;Disponível;;;;;
2749;Jundiaí;130;3;2;1;Não;Não;0;2500;421;38;Casa;Cecap;Locado;;;;;
2750;Jundiaí;55;1;1;1;Não;Não;200;2000;9;26;Casa;Alvorada;Locado;;;;;
2751;Jundiaí;35;1;1;0;Não;Sim;0;1550;0;20;Casa;Malota;Disponível;;;;;
2752;Jundiaí;50;3;2;0;Sim;Não;0;1300;100;20;Casa;São Camilo;Locado;;;;;
2753;Jundiaí;129;3;2;2;Sim;Não;1411;3310;235;42;Casa;Rami;Disponível;;;;;
2754;Jundiaí;46;1;1;0;Sim;Não;600;2067;0;21;Apartamento;Jardim Ermida Ii;Locado;;;;;
2755;Jundiaí;228;3;4;3;Não;Sim;1137;4800;513;61;Casa;Jardim Ermida;Disponível;;;;;
2756;Jundiaí;131;3;2;1;Sim;Não;2100;2400;184;31;Casa;São Camilo;Disponível;;;;;
2757;Jundiaí;36;1;1;0;Não;Não;300;500;10;7;Casa;Colônia;Disponível;;;;;
2758;Jundiaí;122;3;2;1;Sim;Não;1766;5800;279;74;Casa;Vila Militar;Disponível;;;;;
2759;Jundiaí;100;2;2;0;Não;Não;400;1900;0;25;Casa;Distrito Industrial;Disponível;;;;;
2760;Jundiaí;100;2;2;3;Sim;Não;0;3500;642;53;Casa;Anhangabaú;Disponível;;;;;
2761;Jundiaí;240;4;5;4;Sim;Sim;3700;13500;1000;172;Apartamento;Cerâmica Ibetel;Disponível;;;;;
2762;Jundiaí;36;1;1;0;Não;Sim;460;2700;40;35;Apartamento;Novo Horizonte;Locado;;;;;
2763;Jundiaí;85;2;1;1;Sim;Não;400;1600;0;21;Apartamento;Horto Florestal;Locado;;;;;
2764;Jundiaí;223;4;4;5;Sim;Sim;0;5000;472;76;Apartamento;Tulipas;Locado;;;;;
2765;Jundiaí;195;3;2;3;Sim;Não;0;2255;0;34;Casa;Cerâmica Ibetel;Disponível;;;;;
2766;Jundiaí;170;3;2;1;Sim;Não;860;6500;110;83;Apartamento;Vianelo / Bonfiglioli;Locado;;;;;
2767;Jundiaí;180;3;3;2;Sim;Não;2000;4800;500;61;Casa;Caxambu;Disponível;;;;;
2768;Jundiaí;22;1;1;0;Não;Sim;300;900;40;12;Apartamento;Moisés;Locado;;;;;
2769;Jundiaí;140;2;2;2;Sim;Não;756;2999;200;38;Casa;Vila Municipal;Locado;;;;;
2770;Jundiaí;350;3;4;4;Sim;Sim;0;15000;1234;226;Casa;São Camilo;Locado;;;;;
2771;Jundiaí;150;3;3;2;Não;Sim;0;13500;0;172;Casa;Vila Arens / Vila Progresso;Disponível;;;;;
2772;Jundiaí;411;4;5;4;Sim;Não;0;5500;667;83;Apartamento;Aeroporto;Disponível;;;;;
2773;Jundiaí;900;3;6;8;Sim;Não;2000;15000;1834;226;Apartamento;Marco Leite;Locado;;;;;
2774;Jundiaí;39;1;1;1;Sim;Sim;543;3500;144;45;Casa;Cecap;Disponível;;;;;
2775;Jundiaí;182;3;2;2;Sim;Não;0;2600;622;40;Apartamento;Jardim Ermida Ii;Disponível;;;;;
2776;Jundiaí;270;5;3;2;Sim;Sim;0;3150;0;48;Casa;Nambi;Disponível;;;;;
2777;Jundiaí;35;1;1;1;Não;Sim;593;2896;78;37;Casa;Jardim Ermida Ii;Disponível;;;;;
2778;Jundiaí;35;1;1;1;Não;Sim;0;4200;17;54;Casa;Pacaembu;Disponível;;;;;
2779;Jundiaí;105;3;2;1;Não;Não;1130;3600;60;46;Casa;Centro;Locado;;;;;
2780;Jundiaí;60;2;1;1;Sim;Não;750;3600;95;46;Apartamento;Engordadouro;Locado;;;;;
2781;Jundiaí;180;3;3;2;Sim;Sim;3100;4250;625;54;Casa;Medeiros;Locado;;;;;
2782;Jundiaí;42;2;1;1;Sim;Não;190;846;0;11;Apartamento;Hortolândia;Locado;;;;;
2783;Jundiaí;210;2;3;4;Sim;Sim;2338;14000;1434;178;Casa;Samambaia;Locado;;;;;
2784;Jundiaí;170;4;4;3;Não;Sim;2493;5000;750;22;Casa;Fazenda Grande;Locado;;;;;
2785;Jundiaí;230;6;4;8;Sim;Não;0;10000;0;151;Casa;Casa Branca;Locado;;;;;
2786;Jundiaí;280;3;3;2;Sim;Sim;3000;5650;692;72;Apartamento;Agapeama;Locado;;;;;
2787;Jundiaí;140;3;3;1;Sim;Não;0;1750;79;23;Casa;Nambi;Locado;;;;;
2788;Jundiaí;92;3;2;2;Sim;Não;960;3300;318;42;Casa;Anhangabaú;Locado;;;;;
2789;Jundiaí;71;3;4;0;Sim;Não;0;4000;0;61;Casa;Ponte São João;Disponível;;;;;
2790;Jundiaí;160;3;3;2;Sim;Não;2200;10500;505;134;Apartamento;Santa Gertrudes;Disponível;;;;;
2791;Jundiaí;92;2;2;2;Sim;Sim;840;2288;0;10;Casa;Marco Leite;Disponível;;;;;
2792;Jundiaí;500;5;7;7;Sim;Não;0;11500;5500;173;Casa;Ponte São João;Locado;;;;;
2793;Jundiaí;270;3;4;2;Sim;Não;2000;9000;834;115;Apartamento;Rami;Locado;;;;;
2794;Jundiaí;296;4;5;5;Sim;Sim;4300;12900;2105;164;Casa;Maringá;Locado;;;;;
2795;Jundiaí;151;3;4;3;Sim;Não;860;5852;520;75;Apartamento;Rami;Locado;;;;;
2796;Jundiaí;308;4;4;3;Sim;Não;4780;15000;1917;191;Apartamento;Engordadouro;Locado;;;;;
2797;Jundiaí;50;2;1;1;Não;Não;800;3500;200;45;Casa;Jardim Do Lago;Disponível;;;;;
2798;Jundiaí;60;2;1;0;Sim;Não;400;1000;0;13;Casa;Fazenda Grande;Disponível;;;;;
2799;Jundiaí;25;1;1;0;Sim;Não;20;1200;25;19;Apartamento;Colônia;Disponível;;;;;
2800;Jundiaí;120;4;4;4;Sim;Não;0;4500;0;68;Apartamento;Retiro;Locado;;;;;
2801;Jundiaí;42;2;1;1;Não;Não;400;600;15;8;Apartamento;Parque Do Colégio;Disponível;;;;;
2802;Jundiaí;97;3;2;2;Sim;Não;800;2900;275;37;Casa;Vila Militar;Disponível;;;;;
2803;Jundiaí;110;3;2;1;Sim;Sim;1217;3600;215;46;Apartamento;Alvorada;Locado;;;;;
2804;Jundiaí;56;2;1;1;Sim;Não;340;1400;57;18;Apartamento;Gramadão;Disponível;;;;;
2805;Jundiaí;140;2;2;1;Não;Não;1882;3000;190;39;Casa;Gramadão;Locado;;;;;
