ID,Cidade,Area,Quartos,Banheiros,Vagas garagem,Aceita Animais,Mobilhado,Valor condomínio,Valor do Aluguel,IPTU,Seguro,Tipo Imóvel,Bairro,Estado,Custo_Mensal,Preco_m2,Categoria_Preco
3799,Jundiaí,50,2,1,1,Não,Sim,465.0,1357.0,0.0,6.0,Casa,Ponte São João,Disponível,1828.0,27.14,1. Econômico (Q1)
3800,Jundiaí,260,4,4,3,Sim,Não,4070.0,15000.0,1500.0,191.0,Apartamento,São Camilo,Locado,20761.0,57.69230769230769,4. Luxo/Premium (Q4)
3801,Jundiaí,78,2,1,1,Sim,Não,605.0,1468.0,106.0,19.0,Apartamento,Alvorada,Locado,2198.0,18.82051282051282,1. Econômico (Q1)
3802,Jundiaí,368,4,5,4,Sim,Não,4210.0,5000.0,2661.0,64.0,Apartamento,Torres São José,Locado,11935.0,13.58695652173913,3. Alto Padrão (Q3)
3803,Jundiaí,32,1,1,1,Não,Sim,2000.0,1700.0,125.0,22.0,Casa,Nova Odessa,Disponível,3847.0,53.125,1. Econômico (Q1)
3804,Jundiaí,83,3,2,2,Sim,Não,888.0,7521.0,221.0,96.0,Apartamento,Jundiaí Mirim,Locado,8726.0,90.6144578313253,4. Luxo/Premium (Q4)
3805,Jundiaí,140,3,3,2,Sim,Não,0.0,3800.0,200.0,58.0,Apartamento,Agapeama,Disponível,4058.0,27.142857142857142,3. Alto Padrão (Q3)
3806,Jundiaí,155,4,5,3,Não,Não,1850.0,6000.0,625.0,77.0,Casa,Colônia,Disponível,8552.0,38.70967741935484,4. Luxo/Premium (Q4)
3807,Jundiaí,102,2,1,0,Sim,Não,538.0,2000.0,109.0,26.0,Apartamento,Nova Odessa,Disponível,2673.0,19.607843137254903,2. Médio Padrão (Q2)
3808,Jundiaí,120,3,3,3,Não,Não,700.0,2700.0,167.0,35.0,Casa,Maringá,Locado,3602.0,22.5,2. Médio Padrão (Q2)
3809,Jundiaí,103,3,2,1,Sim,Não,0.0,4200.0,250.0,64.0,Apartamento,Jardim Ermida,Locado,4514.0,40.77669902912621,3. Alto Padrão (Q3)
3810,Jundiaí,230,3,3,3,Sim,Não,3200.0,4500.0,534.0,58.0,Apartamento,Ponte São João,Disponível,8292.0,19.565217391304348,3. Alto Padrão (Q3)
3811,Jundiaí,340,4,3,8,Sim,Não,0.0,13000.0,1167.0,196.0,Apartamento,Marco Leite,Disponível,14363.0,38.23529411764706,4. Luxo/Premium (Q4)
3812,Jundiaí,480,3,6,4,Sim,Não,700.0,5400.0,584.0,82.0,Casa,Ponte São João,Disponível,6766.0,11.25,3. Alto Padrão (Q3)
3813,Jundiaí,400,5,5,5,Sim,Não,0.0,6400.0,2500.0,97.0,Apartamento,Engordadouro,Locado,8997.0,16.0,4. Luxo/Premium (Q4)
3814,Jundiaí,58,2,1,1,Sim,Não,289.0,950.0,11.0,13.0,Casa,Marco Leite,Disponível,1263.0,16.379310344827587,1. Econômico (Q1)
3815,Jundiaí,92,2,1,1,Sim,Não,1760.0,6000.0,400.0,77.0,Casa,Colônia,Disponível,8237.0,65.21739130434783,4. Luxo/Premium (Q4)
3816,Jundiaí,151,2,2,1,Sim,Sim,900.0,2000.0,262.0,26.0,Casa,Pacaembu,Disponível,3188.0,13.245033112582782,2. Médio Padrão (Q2)
3817,Jundiaí,42,1,1,1,Não,Sim,743.0,2800.0,209.0,36.0,Casa,Vila Arens / Vila Progresso,Locado,3788.0,66.66666666666667,2. Médio Padrão (Q2)
3818,Jundiaí,170,3,2,2,Sim,Não,0.0,4200.0,309.0,64.0,Casa,Engordadouro,Disponível,4573.0,24.705882352941178,3. Alto Padrão (Q3)
3819,Jundiaí,180,4,3,2,Sim,Sim,1880.0,9000.0,460.0,115.0,Casa,Jardim Ermida Ii,Disponível,11455.0,50.0,4. Luxo/Premium (Q4)
3820,Jundiaí,23,1,1,0,Sim,Não,399.0,2100.0,42.0,27.0,Apartamento,Colônia,Disponível,2568.0,91.30434782608695,2. Médio Padrão (Q2)
3821,Jundiaí,285,4,4,4,Sim,Não,3100.0,15000.0,973.0,191.0,Apartamento,Vila Arens / Vila Progresso,Disponível,19264.0,52.63157894736842,4. Luxo/Premium (Q4)
3822,Jundiaí,277,3,3,0,Sim,Não,2332.0,8500.0,550.0,108.0,Apartamento,Jundiaí Mirim,Disponível,11490.0,30.685920577617328,4. Luxo/Premium (Q4)
3823,Jundiaí,214,3,2,5,Sim,Não,4226.0,14000.0,2469.0,178.0,Casa,Ponte São João,Disponível,20873.0,65.42056074766356,4. Luxo/Premium (Q4)
3824,Jundiaí,230,3,4,1,Sim,Sim,2500.0,6750.0,584.0,86.0,Casa,Ponte São João,Locado,9920.0,29.347826086956523,4. Luxo/Premium (Q4)
3825,Jundiaí,200,4,4,2,Sim,Sim,3700.0,7000.0,850.0,89.0,Casa,Fazenda Grande,Disponível,11639.0,35.0,4. Luxo/Premium (Q4)
3826,Jundiaí,20,1,1,0,Sim,Sim,0.0,2460.0,300.0,37.0,Apartamento,Alvorada,Locado,2797.0,123.0,2. Médio Padrão (Q2)
3827,Jundiaí,28,1,1,0,Não,Sim,0.0,1750.0,0.0,23.0,Apartamento,Colônia,Disponível,1773.0,62.5,1. Econômico (Q1)
3828,Jundiaí,90,2,2,0,Sim,Não,0.0,1750.0,0.0,27.0,Casa,Malota,Locado,1777.0,19.444444444444443,1. Econômico (Q1)
3829,Jundiaí,112,3,2,3,Sim,Não,1251.0,2500.0,332.0,32.0,Apartamento,Medeiros,Disponível,4115.0,22.321428571428573,2. Médio Padrão (Q2)
3830,Jundiaí,224,4,5,2,Sim,Não,0.0,3800.0,731.0,58.0,Apartamento,Aeroporto,Disponível,4589.0,16.964285714285715,3. Alto Padrão (Q3)
3831,Jundiaí,214,4,6,4,Sim,Sim,2000.0,11000.0,780.0,140.0,Casa,Jardim Ermida,Disponível,13920.0,51.401869158878505,4. Luxo/Premium (Q4)
3832,Jundiaí,42,1,1,0,Sim,Sim,949.0,2456.0,0.0,9.0,Casa,Caxambu,Disponível,3414.0,58.476190476190474,2. Médio Padrão (Q2)
3833,Jundiaí,80,2,1,0,Não,Não,0.0,1400.0,100.0,22.0,Apartamento,Alvorada,Locado,1522.0,17.5,1. Econômico (Q1)
3834,Jundiaí,160,3,3,2,Sim,Não,0.0,2500.0,192.0,38.0,Casa,Cerâmica Ibetel,Locado,2730.0,15.625,2. Médio Padrão (Q2)
3835,Jundiaí,34,1,1,0,Sim,Não,310.0,4600.0,55.0,59.0,Apartamento,Currupira,Locado,5024.0,135.2941176470588,3. Alto Padrão (Q3)
3836,Jundiaí,189,3,3,3,Sim,Não,1000.0,9800.0,506.0,125.0,Casa,Anhangabaú,Disponível,11431.0,51.851851851851855,4. Luxo/Premium (Q4)
3837,Jundiaí,30,1,1,0,Sim,Sim,350.0,3200.0,0.0,41.0,Apartamento,Cecap,Disponível,3591.0,106.66666666666667,3. Alto Padrão (Q3)
3838,Jundiaí,311,4,5,6,Sim,Sim,5083.0,14000.0,3461.0,178.0,Casa,Cecap,Locado,22722.0,45.01607717041801,4. Luxo/Premium (Q4)
3839,Jundiaí,92,3,1,0,Não,Sim,150.0,1700.0,13.0,22.0,Apartamento,Tamoio,Disponível,1885.0,18.47826086956522,1. Econômico (Q1)
3840,Jundiaí,48,2,1,1,Sim,Não,328.0,1550.0,54.0,20.0,Casa,Samambaia,Disponível,1952.0,32.291666666666664,1. Econômico (Q1)
3841,Jundiaí,192,3,1,0,Não,Não,0.0,1600.0,125.0,25.0,Casa,Medeiros,Locado,1750.0,8.333333333333334,1. Econômico (Q1)
3842,Jundiaí,145,4,3,2,Sim,Não,1800.0,5700.0,292.0,73.0,Apartamento,Casa Branca,Disponível,7865.0,39.310344827586206,3. Alto Padrão (Q3)
3843,Jundiaí,33,1,1,1,Não,Sim,1500.0,3500.0,0.0,45.0,Apartamento,Distrito Industrial,Locado,5045.0,106.06060606060606,3. Alto Padrão (Q3)
3844,Jundiaí,16,1,1,0,Não,Não,0.0,850.0,59.0,11.0,Apartamento,Jardim Ermida Ii,Locado,920.0,53.125,1. Econômico (Q1)
3845,Jundiaí,80,2,2,1,Sim,Sim,1100.0,3452.0,190.0,44.0,Apartamento,Nambi,Disponível,4786.0,43.15,3. Alto Padrão (Q3)
3846,Jundiaí,60,2,1,1,Sim,Não,505.0,450.0,48.0,6.0,Casa,Parque Residencial Eloy Chaves,Disponível,1009.0,7.5,1. Econômico (Q1)
3847,Jundiaí,79,3,2,2,Sim,Não,995.0,2200.0,146.0,28.0,Casa,Jundiaí Mirim,Disponível,3369.0,27.848101265822784,2. Médio Padrão (Q2)
3848,Jundiaí,193,2,4,4,Sim,Não,1948.0,13000.0,1323.0,165.0,Casa,Jardim Ermida,Disponível,16436.0,67.35751295336787,4. Luxo/Premium (Q4)
3849,Jundiaí,300,3,3,5,Sim,Não,0.0,5400.0,834.0,82.0,Apartamento,Novo Horizonte,Locado,6316.0,18.0,3. Alto Padrão (Q3)
3850,Jundiaí,90,3,1,1,Sim,Não,1000.0,3000.0,50.0,39.0,Casa,Colônia,Disponível,4089.0,33.333333333333336,2. Médio Padrão (Q2)
3851,Jundiaí,55,2,2,1,Sim,Sim,100.0,1200.0,39.0,16.0,Casa,Retiro,Locado,1355.0,21.818181818181817,1. Econômico (Q1)
3852,Jundiaí,130,4,4,3,Sim,Não,1160.0,3000.0,459.0,39.0,Apartamento,Jardim Ermida Ii,Locado,4658.0,23.076923076923077,2. Médio Padrão (Q2)
3853,Jundiaí,67,3,1,1,Não,Não,351.0,900.0,40.0,12.0,Casa,Centro,Disponível,1303.0,13.432835820895523,1. Econômico (Q1)
3854,Jundiaí,70,1,2,1,Sim,Sim,1500.0,2500.0,0.0,32.0,Casa,Jardim Ermida Ii,Disponível,4032.0,35.714285714285715,2. Médio Padrão (Q2)
3855,Jundiaí,105,3,3,2,Não,Não,1380.0,2720.0,417.0,35.0,Casa,Santa Gertrudes,Disponível,4552.0,25.904761904761905,2. Médio Padrão (Q2)
3856,Jundiaí,400,3,5,5,Sim,Não,0.0,12500.0,0.0,188.0,Apartamento,Alvorada,Locado,12688.0,31.25,4. Luxo/Premium (Q4)
3857,Jundiaí,44,1,1,0,Sim,Não,660.0,2800.0,110.0,36.0,Apartamento,Currupira,Locado,3606.0,63.63636363636363,2. Médio Padrão (Q2)
3858,Jundiaí,50,1,1,1,Não,Sim,1436.0,7800.0,359.0,99.0,Casa,Distrito Industrial,Locado,9694.0,156.0,4. Luxo/Premium (Q4)
3859,Jundiaí,70,1,1,0,Sim,Não,0.0,1200.0,34.0,19.0,Casa,Nambi,Disponível,1253.0,17.142857142857142,1. Econômico (Q1)
3860,Jundiaí,174,3,1,2,Sim,Não,0.0,3600.0,284.0,55.0,Apartamento,Parque Residencial Eloy Chaves,Disponível,3939.0,20.689655172413794,3. Alto Padrão (Q3)
3861,Jundiaí,84,3,2,2,Sim,Sim,540.0,2200.0,71.0,28.0,Casa,Alvorada,Disponível,2839.0,26.19047619047619,2. Médio Padrão (Q2)
3862,Jundiaí,100,2,1,1,Sim,Não,1173.0,4000.0,120.0,51.0,Casa,Gramadão,Disponível,5344.0,40.0,3. Alto Padrão (Q3)
3863,Jundiaí,250,4,3,3,Sim,Não,0.0,4350.0,250.0,66.0,Casa,Agapeama,Locado,4666.0,17.4,3. Alto Padrão (Q3)
3864,Jundiaí,48,1,1,1,Não,Não,867.0,2300.0,133.0,30.0,Apartamento,Torres São José,Locado,3330.0,47.916666666666664,2. Médio Padrão (Q2)
3865,Jundiaí,64,2,1,1,Não,Não,592.0,1727.0,84.0,22.0,Casa,Engordadouro,Disponível,2425.0,26.984375,1. Econômico (Q1)
3866,Jundiaí,104,3,3,2,Não,Não,1400.0,4000.0,350.0,51.0,Casa,Vale Azul,Disponível,5801.0,38.46153846153846,3. Alto Padrão (Q3)
3867,Jundiaí,347,4,5,4,Sim,Sim,3500.0,12000.0,1500.0,153.0,Apartamento,São Camilo,Disponível,17153.0,34.5821325648415,4. Luxo/Premium (Q4)
3868,Jundiaí,66,2,2,1,Não,Não,1100.0,1868.0,125.0,24.0,Apartamento,Agapeama,Disponível,3117.0,28.303030303030305,2. Médio Padrão (Q2)
3869,Jundiaí,100,2,3,2,Sim,Não,0.0,12960.0,0.0,165.0,Casa,Cerâmica Ibetel,Locado,13125.0,129.6,4. Luxo/Premium (Q4)
3870,Jundiaí,67,2,2,1,Sim,Não,730.0,1970.0,205.0,25.0,Casa,Vale Azul,Disponível,2930.0,29.402985074626866,2. Médio Padrão (Q2)
3871,Jundiaí,120,3,3,2,Sim,Não,0.0,2900.0,375.0,44.0,Apartamento,Retiro,Locado,3319.0,24.166666666666668,2. Médio Padrão (Q2)
3872,Jundiaí,45,1,1,0,Sim,Não,290.0,700.0,0.0,3.0,Apartamento,Cerâmica Ibetel,Disponível,993.0,15.555555555555555,1. Econômico (Q1)
3873,Jundiaí,40,1,1,0,Não,Sim,0.0,860.0,59.0,13.0,Apartamento,Maringá,Disponível,932.0,21.5,1. Econômico (Q1)
3874,Jundiaí,127,3,4,2,Não,Sim,1227.0,3500.0,250.0,45.0,Casa,Agapeama,Locado,5022.0,27.559055118110237,3. Alto Padrão (Q3)
3875,Jundiaí,54,2,1,1,Sim,Não,286.0,1099.0,23.0,14.0,Casa,Hortolândia,Locado,1422.0,20.35185185185185,1. Econômico (Q1)
3876,Jundiaí,78,3,2,2,Sim,Sim,755.0,2150.0,37.0,28.0,Casa,Torres São José,Disponível,2970.0,27.564102564102566,2. Médio Padrão (Q2)
3877,Jundiaí,524,4,5,3,Sim,Sim,0.0,11050.0,1167.0,167.0,Casa,Jardim Do Lago,Disponível,12384.0,21.087786259541986,4. Luxo/Premium (Q4)
3878,Jundiaí,25,1,1,0,Não,Sim,0.0,1750.0,0.0,23.0,Apartamento,Vila Rio Branco,Locado,1773.0,70.0,1. Econômico (Q1)
3879,Jundiaí,150,3,3,1,Sim,Não,1700.0,13000.0,305.0,165.0,Casa,Hortolândia,Locado,15170.0,86.66666666666667,4. Luxo/Premium (Q4)
3880,Jundiaí,163,3,4,3,Sim,Sim,2900.0,3000.0,822.0,39.0,Casa,Malota,Disponível,6761.0,18.404907975460123,2. Médio Padrão (Q2)
3881,Jundiaí,380,3,3,5,Sim,Não,1300.0,6500.0,413.0,98.0,Casa,Maringá,Locado,8311.0,17.105263157894736,4. Luxo/Premium (Q4)
3882,Jundiaí,55,1,2,0,Sim,Não,0.0,1400.0,0.0,18.0,Casa,Vale Azul,Locado,1418.0,25.454545454545453,1. Econômico (Q1)
3883,Jundiaí,162,2,2,1,Sim,Sim,1420.0,5000.0,0.0,64.0,Casa,Tulipas,Locado,6484.0,30.864197530864196,3. Alto Padrão (Q3)
3884,Jundiaí,53,2,1,1,Sim,Não,310.0,510.0,16.0,7.0,Apartamento,Jardim Do Lago,Disponível,843.0,9.622641509433961,1. Econômico (Q1)
3885,Jundiaí,330,4,2,5,Sim,Não,0.0,1870.0,400.0,29.0,Apartamento,Novo Horizonte,Disponível,2299.0,5.666666666666667,2. Médio Padrão (Q2)
3886,Jundiaí,33,1,1,1,Sim,Sim,613.0,3700.0,109.0,47.0,Casa,Jundiaí Mirim,Disponível,4469.0,112.12121212121212,3. Alto Padrão (Q3)
3887,Jundiaí,80,4,2,1,Sim,Não,0.0,2700.0,0.0,41.0,Apartamento,Nambi,Locado,2741.0,33.75,2. Médio Padrão (Q2)
3888,Jundiaí,400,3,4,5,Sim,Sim,0.0,9500.0,1875.0,143.0,Casa,Cerâmica Ibetel,Disponível,11518.0,23.75,4. Luxo/Premium (Q4)
3889,Jundiaí,116,3,4,2,Sim,Não,1036.0,8000.0,584.0,102.0,Casa,Hortolândia,Locado,9722.0,68.96551724137932,4. Luxo/Premium (Q4)
3890,Jundiaí,140,3,4,3,Sim,Não,1100.0,4000.0,489.0,51.0,Casa,Rami,Locado,5640.0,28.571428571428573,3. Alto Padrão (Q3)
3891,Jundiaí,210,4,4,3,Sim,Sim,0.0,4700.0,375.0,71.0,Casa,Marco Leite,Disponível,5146.0,22.38095238095238,3. Alto Padrão (Q3)
3892,Jundiaí,52,2,1,0,Sim,Não,0.0,1340.0,0.0,17.0,Casa,Jundiaí Mirim,Locado,1357.0,25.76923076923077,1. Econômico (Q1)
3893,Jundiaí,25,1,1,1,Não,Sim,1449.0,3070.0,700.0,39.0,Apartamento,Tamoio,Disponível,5258.0,122.8,2. Médio Padrão (Q2)
3894,Jundiaí,450,8,5,5,Sim,Não,0.0,8000.0,1000.0,121.0,Apartamento,Tamoio,Locado,9121.0,17.77777777777778,4. Luxo/Premium (Q4)
3895,Jundiaí,44,1,1,0,Não,Não,410.0,1450.0,0.0,19.0,Casa,Hortolândia,Disponível,1879.0,32.95454545454545,1. Econômico (Q1)
3896,Jundiaí,50,1,1,0,Sim,Não,0.0,700.0,45.0,11.0,Casa,Vila Arens / Vila Progresso,Disponível,756.0,14.0,1. Econômico (Q1)
3897,Jundiaí,56,2,2,1,Sim,Não,790.0,3100.0,100.0,40.0,Casa,Pinheirinhos/Represa,Disponível,4030.0,55.357142857142854,2. Médio Padrão (Q2)
3898,Jundiaí,119,2,2,0,Sim,Sim,1350.0,5150.0,135.0,66.0,Casa,Jundiaí Mirim,Disponível,6701.0,43.27731092436975,3. Alto Padrão (Q3)
3899,Jundiaí,100,3,2,2,Sim,Não,885.0,3500.0,221.0,45.0,Apartamento,Jundiaí Mirim,Locado,4651.0,35.0,3. Alto Padrão (Q3)
3900,Jundiaí,200,3,5,4,Sim,Sim,603.0,5500.0,179.0,83.0,Apartamento,Pacaembu,Disponível,6365.0,27.5,3. Alto Padrão (Q3)
3901,Jundiaí,102,3,2,1,Sim,Não,950.0,3315.0,75.0,42.0,Casa,Horto Florestal,Disponível,4382.0,32.5,3. Alto Padrão (Q3)
3902,Jundiaí,65,2,2,2,Sim,Não,1000.0,5000.0,110.0,64.0,Casa,Maringá,Locado,6174.0,76.92307692307692,3. Alto Padrão (Q3)
3903,Jundiaí,213,4,5,4,Sim,Não,3900.0,9900.0,1084.0,126.0,Casa,Pinheirinhos/Represa,Locado,15010.0,46.478873239436616,4. Luxo/Premium (Q4)
3904,Jundiaí,210,3,5,5,Sim,Sim,2000.0,8000.0,1146.0,102.0,Apartamento,Jardim Ermida Ii,Disponível,11248.0,38.095238095238095,4. Luxo/Premium (Q4)
3905,Jundiaí,74,2,2,2,Não,Não,870.0,3300.0,270.0,42.0,Apartamento,Santa Gertrudes,Disponível,4482.0,44.5945945945946,3. Alto Padrão (Q3)
3906,Jundiaí,178,4,5,4,Sim,Não,1500.0,9800.0,96.0,125.0,Casa,Jardim Do Lago,Disponível,11521.0,55.056179775280896,4. Luxo/Premium (Q4)
3907,Jundiaí,90,2,1,1,Sim,Não,1000.0,3000.0,50.0,39.0,Casa,Aeroporto,Locado,4089.0,33.333333333333336,2. Médio Padrão (Q2)
3908,Jundiaí,200,3,3,2,Sim,Não,2500.0,12000.0,834.0,153.0,Casa,Vila Arens / Vila Progresso,Disponível,15487.0,60.0,4. Luxo/Premium (Q4)
3909,Jundiaí,70,3,1,1,Sim,Sim,450.0,1450.0,62.0,19.0,Casa,Jardim Ermida Ii,Locado,1981.0,20.714285714285715,1. Econômico (Q1)
3910,Jundiaí,53,2,2,1,Sim,Sim,443.0,1900.0,54.0,25.0,Casa,Vale Azul,Disponível,2422.0,35.84905660377358,2. Médio Padrão (Q2)
3911,Jundiaí,68,3,1,1,Sim,Não,555.0,1100.0,50.0,14.0,Casa,Marco Leite,Locado,1719.0,16.176470588235293,1. Econômico (Q1)
3912,Jundiaí,60,2,1,1,Sim,Não,660.0,2800.0,98.0,36.0,Casa,Malota,Disponível,3594.0,46.666666666666664,2. Médio Padrão (Q2)
3913,Jundiaí,62,2,1,1,Sim,Não,610.0,1250.0,50.0,16.0,Casa,Alvorada,Locado,1926.0,20.161290322580644,1. Econômico (Q1)
3914,Jundiaí,37,1,1,1,Sim,Não,478.0,555.0,0.0,8.0,Casa,Medeiros,Disponível,1041.0,15.0,1. Econômico (Q1)
3915,Jundiaí,50,1,1,1,Sim,Sim,735.0,1300.0,184.0,17.0,Apartamento,Ponte São João,Disponível,2236.0,26.0,1. Econômico (Q1)
3916,Jundiaí,45,1,1,2,Sim,Não,695.0,1700.0,170.0,22.0,Casa,Agapeama,Disponível,2587.0,37.77777777777778,1. Econômico (Q1)
3917,Jundiaí,50,2,2,1,Não,Não,840.0,3700.0,142.0,47.0,Casa,Vila Arens / Vila Progresso,Locado,4729.0,74.0,3. Alto Padrão (Q3)
3918,Jundiaí,76,3,1,2,Sim,Sim,900.0,2340.0,270.0,30.0,Apartamento,Cecap,Locado,3540.0,30.789473684210527,2. Médio Padrão (Q2)
3919,Jundiaí,71,2,2,1,Sim,Não,250.0,1830.0,153.0,24.0,Apartamento,Centro,Disponível,2257.0,25.774647887323944,2. Médio Padrão (Q2)
3920,Jundiaí,270,4,5,2,Sim,Não,4300.0,5500.0,1115.0,70.0,Apartamento,Horto Florestal,Disponível,10985.0,20.37037037037037,3. Alto Padrão (Q3)
3921,Jundiaí,90,2,2,2,Sim,Sim,1500.0,12200.0,454.0,155.0,Apartamento,Parque Do Colégio,Disponível,14309.0,135.55555555555554,4. Luxo/Premium (Q4)
3922,Jundiaí,93,3,2,2,Sim,Não,1000.0,3400.0,209.0,44.0,Casa,Vale Azul,Disponível,4653.0,36.55913978494624,3. Alto Padrão (Q3)
3923,Jundiaí,140,3,4,2,Sim,Não,1400.0,2800.0,517.0,36.0,Apartamento,Parque Residencial Eloy Chaves,Disponível,4753.0,20.0,2. Médio Padrão (Q2)
3924,Jundiaí,75,1,1,1,Sim,Não,650.0,1500.0,150.0,20.0,Casa,Jundiaí Mirim,Disponível,2320.0,20.0,1. Econômico (Q1)
3925,Jundiaí,62,2,2,1,Sim,Não,1140.0,2650.0,120.0,34.0,Casa,Nambi,Disponível,3944.0,42.74193548387097,2. Médio Padrão (Q2)
3926,Jundiaí,65,3,2,1,Sim,Não,861.0,2039.0,0.0,26.0,Casa,Hortolândia,Locado,2926.0,31.369230769230768,2. Médio Padrão (Q2)
3927,Jundiaí,93,3,3,2,Sim,Sim,1230.0,3750.0,359.0,48.0,Casa,Pacaembu,Locado,5387.0,40.32258064516129,3. Alto Padrão (Q3)
3928,Jundiaí,50,1,1,0,Não,Não,0.0,1093.0,0.0,17.0,Casa,Tulipas,Disponível,1110.0,21.86,1. Econômico (Q1)
3929,Jundiaí,63,2,1,1,Não,Não,352.0,1750.0,90.0,23.0,Casa,Jundiaí Mirim,Locado,2215.0,27.77777777777778,1. Econômico (Q1)
3930,Jundiaí,350,4,5,5,Sim,Sim,2400.0,15000.0,2400.0,191.0,Casa,Casa Branca,Disponível,19991.0,42.857142857142854,4. Luxo/Premium (Q4)
3931,Jundiaí,447,5,4,6,Sim,Não,0.0,15000.0,0.0,226.0,Apartamento,Pinheirinhos/Represa,Disponível,15226.0,33.557046979865774,4. Luxo/Premium (Q4)
3932,Jundiaí,194,4,3,2,Sim,Não,2600.0,2999.0,643.0,38.0,Casa,Gramadão,Locado,6280.0,15.458762886597938,2. Médio Padrão (Q2)
3933,Jundiaí,200,4,2,4,Sim,Não,0.0,5800.0,1143.0,88.0,Casa,Vila Arens / Vila Progresso,Disponível,7031.0,29.0,3. Alto Padrão (Q3)
3934,Jundiaí,54,2,2,2,Sim,Não,691.0,2735.0,109.0,11.0,Casa,Nambi,Disponível,3546.0,50.648148148148145,2. Médio Padrão (Q2)
3935,Jundiaí,180,2,1,4,Sim,Não,0.0,7000.0,834.0,106.0,Apartamento,Malota,Locado,7940.0,38.888888888888886,4. Luxo/Premium (Q4)
3936,Jundiaí,140,3,2,1,Sim,Não,1141.0,2900.0,148.0,37.0,Casa,Alvorada,Disponível,4226.0,20.714285714285715,2. Médio Padrão (Q2)
3937,Jundiaí,127,3,2,2,Sim,Não,1500.0,4000.0,505.0,51.0,Casa,Agapeama,Locado,6056.0,31.496062992125985,3. Alto Padrão (Q3)
3938,Jundiaí,120,2,3,0,Sim,Não,904.0,3300.0,195.0,42.0,Apartamento,Vianelo / Bonfiglioli,Disponível,4441.0,27.5,3. Alto Padrão (Q3)
3939,Jundiaí,225,4,2,2,Sim,Não,2150.0,6500.0,642.0,83.0,Apartamento,Pacaembu,Locado,9375.0,28.88888888888889,4. Luxo/Premium (Q4)
3940,Jundiaí,87,3,2,2,Não,Não,940.0,2600.0,234.0,33.0,Casa,Jundiaí Mirim,Locado,3807.0,29.885057471264368,2. Médio Padrão (Q2)
3941,Jundiaí,66,1,1,2,Sim,Não,577.0,1600.0,41.0,21.0,Casa,Agapeama,Disponível,2239.0,24.242424242424242,1. Econômico (Q1)
3942,Jundiaí,120,3,3,2,Sim,Não,0.0,8900.0,371.0,134.0,Apartamento,Jardim Ermida Ii,Locado,9405.0,74.16666666666667,4. Luxo/Premium (Q4)
3943,Jundiaí,500,3,6,0,Sim,Não,0.0,7000.0,1667.0,106.0,Casa,Distrito Industrial,Disponível,8773.0,14.0,4. Luxo/Premium (Q4)
3944,Jundiaí,190,4,4,3,Sim,Não,2263.0,6000.0,899.0,77.0,Apartamento,Novo Horizonte,Disponível,9239.0,31.57894736842105,4. Luxo/Premium (Q4)
3945,Jundiaí,65,2,2,1,Não,Não,412.0,1000.0,45.0,13.0,Casa,Parque Centenário,Locado,1470.0,15.384615384615385,1. Econômico (Q1)
3946,Jundiaí,65,2,2,1,Sim,Não,913.0,2613.0,0.0,22.0,Casa,Novo Horizonte,Disponível,3548.0,40.2,2. Médio Padrão (Q2)
3947,Jundiaí,258,4,5,3,Sim,Sim,3700.0,5000.0,1084.0,64.0,Casa,Vila Arens / Vila Progresso,Locado,9848.0,19.37984496124031,3. Alto Padrão (Q3)
3948,Jundiaí,70,1,2,0,Sim,Não,450.0,2035.0,111.0,26.0,Casa,Parque Do Colégio,Disponível,2622.0,29.071428571428573,2. Médio Padrão (Q2)
3949,Jundiaí,84,2,2,0,Sim,Sim,550.0,2500.0,0.0,32.0,Casa,Vila Militar,Locado,3082.0,29.761904761904763,2. Médio Padrão (Q2)
3950,Jundiaí,50,1,1,0,Não,Não,0.0,880.0,17.0,14.0,Casa,Fazenda Grande,Disponível,911.0,17.6,1. Econômico (Q1)
3951,Jundiaí,220,4,4,3,Sim,Não,2200.0,3500.0,1084.0,45.0,Apartamento,Moisés,Disponível,6829.0,15.909090909090908,3. Alto Padrão (Q3)
3952,Jundiaí,56,2,2,2,Sim,Sim,580.0,2500.0,36.0,32.0,Casa,Rami,Locado,3148.0,44.642857142857146,2. Médio Padrão (Q2)
3953,Jundiaí,189,3,3,0,Sim,Não,1950.0,4100.0,375.0,52.0,Apartamento,Vianelo / Bonfiglioli,Disponível,6477.0,21.693121693121693,3. Alto Padrão (Q3)
3954,Jundiaí,35,1,1,1,Sim,Sim,540.0,2200.0,140.0,28.0,Casa,Maringá,Disponível,2908.0,62.857142857142854,2. Médio Padrão (Q2)
3955,Jundiaí,25,1,1,0,Não,Sim,290.0,2000.0,130.0,26.0,Apartamento,Ponte São João,Disponível,2446.0,80.0,2. Médio Padrão (Q2)
3956,Jundiaí,200,3,3,3,Sim,Não,0.0,2700.0,0.0,41.0,Casa,Colônia,Locado,2741.0,13.5,2. Médio Padrão (Q2)
3957,Jundiaí,35,1,1,1,Não,Sim,444.0,3486.0,124.0,45.0,Apartamento,Cerâmica Ibetel,Disponível,4099.0,99.6,3. Alto Padrão (Q3)
3958,Jundiaí,66,2,1,1,Sim,Não,265.0,1100.0,34.0,14.0,Casa,Vianelo / Bonfiglioli,Disponível,1413.0,16.666666666666668,1. Econômico (Q1)
